Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Mila entered the bedroom.
2. Owen entered the bedroom.
3. Aiden entered the bedroom.
4. The raincoat is in the suitcase.
5. Owen dislikes the t-shirt
6. Aiden exited the bedroom.
7. Mila moved the raincoat to the drawer.
8. Aiden likes the tie",Where is the raincoat really?,drawer,Where was the raincoat at the beginning?,suitcase,Where will Mila look for the raincoat?,drawer,Where will Aiden look for the raincoat?,suitcase,Where does Mila think that Aiden searches for the raincoat?,drawer,Where does Aiden think that Mila searches for the raincoat?,drawer
"1. Ella entered the front_yard.
2. Jack entered the front_yard.
3. Isabella entered the front_yard.
4. The asparagus is in the bottle.
5. Jack exited the front_yard.
6. Isabella dislikes the sweatshirt
7. Isabella moved the asparagus to the envelope.",Where is the asparagus really?,envelope,Where was the asparagus at the beginning?,bottle,Where will Isabella look for the asparagus?,envelope,Where will Jack look for the asparagus?,bottle,Where does Isabella think that Jack searches for the asparagus?,envelope,Where does Jack think that Isabella searches for the asparagus?,envelope
"1. Elizabeth entered the office.
2. Aiden entered the office.
3. The socks is in the bottle.
4. Aiden exited the office.
5. Hannah entered the office.
6. Hannah exited the office.
7. Elizabeth moved the socks to the treasure_chest.",Where is the socks really?,treasure_chest,Where was the socks at the beginning?,bottle,Where will Elizabeth look for the socks?,treasure_chest,Where will Aiden look for the socks?,bottle,Where does Elizabeth think that Aiden searches for the socks?,treasure_chest,Where does Aiden think that Elizabeth searches for the socks?,treasure_chest
"1. Lucas entered the kitchen.
2. Mia entered the kitchen.
3. The pear is in the bathtub.
4. Lily dislikes the shirt
5. Lucas exited the kitchen.
6. Lily entered the kitchen.
7. Mia moved the pear to the basket.
8. Lucas entered the office.
9. Lucas hates the suit",Where is the pear really?,basket,Where was the pear at the beginning?,bathtub,Where will Mia look for the pear?,basket,Where will Lucas look for the pear?,bathtub,Where does Mia think that Lucas searches for the pear?,basket,Where does Lucas think that Mia searches for the pear?,basket
"1. Ava entered the staircase.
2. Aria entered the staircase.
3. Carter entered the hall.
4. The pants is in the suitcase.
5. Carter exited the hall.
6. Ava exited the staircase.
7. Aria moved the pants to the pantry.",Where is the pants really?,pantry,Where was the pants at the beginning?,suitcase,Where will Aria look for the pants?,pantry,Where will Ava look for the pants?,suitcase,Where does Aria think that Ava searches for the pants?,pantry,Where does Ava think that Aria searches for the pants?,pantry
"1. Ethan entered the bathroom.
2. Avery entered the kitchen.
3. Amelia entered the bathroom.
4. The underpants is in the basket.
5. Amelia moved the underpants to the cupboard.
6. Ethan exited the bathroom.
7. Amelia exited the bathroom.
8. Ethan entered the kitchen.",Where is the underpants really?,cupboard,Where was the underpants at the beginning?,basket,Where will Amelia look for the underpants?,cupboard,Where will Ethan look for the underpants?,cupboard,Where does Amelia think that Ethan searches for the underpants?,cupboard,Where does Ethan think that Amelia searches for the underpants?,cupboard
"1. Ava is in the bedroom.
2. Mia entered the bedroom.
3. The spinach is in the drawer.
4. Ava exited the bedroom.
5. Mia moved the spinach to the basket.
6. Mia exited the bedroom.
7. Jacob likes the apple
8. Ava entered the staircase.",Where is the spinach really?,basket,Where was the spinach at the beginning?,drawer,Where will Mia look for the spinach?,basket,Where will Ava look for the spinach?,drawer,Where does Mia think that Ava searches for the spinach?,drawer,Where does Ava think that Mia searches for the spinach?,drawer
"1. Hunter entered the hallway.
2. Carter entered the hallway.
3. The carrot is in the envelope.
4. Hunter exited the hallway.
5. Carter hates the tie
6. Logan entered the cellar.
7. Logan exited the cellar.
8. Carter moved the carrot to the crate.
9. Carter exited the hallway.
10. Hunter entered the cellar.",Where is the carrot really?,crate,Where was the carrot at the beginning?,envelope,Where will Carter look for the carrot?,crate,Where will Hunter look for the carrot?,envelope,Where does Carter think that Hunter searches for the carrot?,envelope,Where does Hunter think that Carter searches for the carrot?,envelope
"1. Mila entered the office.
2. Olivia entered the office.
3. Chloe entered the hallway.
4. The t-shirt is in the cupboard.
5. Mila exited the office.
6. Chloe exited the hallway.
7. Olivia likes the potato
8. Olivia moved the t-shirt to the crate.
9. Mila entered the office.",Where is the t-shirt really?,crate,Where was the t-shirt at the beginning?,cupboard,Where will Olivia look for the t-shirt?,crate,Where will Mila look for the t-shirt?,crate,Where does Olivia think that Mila searches for the t-shirt?,crate,Where does Mila think that Olivia searches for the t-shirt?,crate
"1. William entered the workshop.
2. Mason entered the patio.
3. William loves the spinach
4. Ava entered the workshop.
5. The eggplant is in the crate.
6. Ava exited the workshop.
7. William moved the eggplant to the suitcase.",Where is the eggplant really?,suitcase,Where was the eggplant at the beginning?,crate,Where will William look for the eggplant?,suitcase,Where will Ava look for the eggplant?,crate,Where does William think that Ava searches for the eggplant?,crate,Where does Ava think that William searches for the eggplant?,crate
"1. Amelia entered the dining_room.
2. Amelia exited the dining_room.
3. Mia entered the dining_room.
4. Nathan entered the dining_room.
5. Nathan hates the grapes
6. The socks is in the suitcase.
7. Nathan exited the dining_room.
8. Amelia dislikes the lettuce
9. Mia moved the socks to the bottle.",Where is the socks really?,bottle,Where was the socks at the beginning?,suitcase,Where will Mia look for the socks?,bottle,Where will Nathan look for the socks?,suitcase,Where does Mia think that Nathan searches for the socks?,bottle,Where does Nathan think that Mia searches for the socks?,bottle
"1. Aiden entered the study.
2. Nathan entered the study.
3. The suit is in the bucket.
4. Isla entered the study.
5. Nathan exited the study.
6. Isla exited the study.
7. Aiden moved the suit to the treasure_chest.",Where is the suit really?,treasure_chest,Where was the suit at the beginning?,bucket,Where will Aiden look for the suit?,treasure_chest,Where will Nathan look for the suit?,bucket,Where does Aiden think that Nathan searches for the suit?,treasure_chest,Where does Nathan think that Aiden searches for the suit?,treasure_chest
"1. Elizabeth entered the kitchen.
2. Ava entered the kitchen.
3. Charlotte entered the den.
4. The lime is in the treasure_chest.
5. Charlotte likes the banana
6. Charlotte dislikes the lime
7. Elizabeth exited the kitchen.
8. Ava moved the lime to the basket.",Where is the lime really?,basket,Where was the lime at the beginning?,treasure_chest,Where will Ava look for the lime?,basket,Where will Elizabeth look for the lime?,treasure_chest,Where does Ava think that Elizabeth searches for the lime?,treasure_chest,Where does Elizabeth think that Ava searches for the lime?,treasure_chest
"1. Ava entered the garden.
2. James entered the den.
3. Jayden entered the garden.
4. Ava likes the cherry
5. The coat is in the crate.
6. Jayden moved the coat to the pantry.
7. James loves the pumpkin
8. James exited the den.
9. Ava exited the garden.
10. Jayden exited the garden.
11. Ava entered the den.",Where is the coat really?,pantry,Where was the coat at the beginning?,crate,Where will Jayden look for the coat?,pantry,Where will Ava look for the coat?,pantry,Where does Jayden think that Ava searches for the coat?,pantry,Where does Ava think that Jayden searches for the coat?,pantry
"1. Avery entered the porch.
2. Logan entered the porch.
3. The broccoli is in the bottle.
4. Logan exited the porch.
5. Avery moved the broccoli to the basket.
6. Logan entered the porch.",Where is the broccoli really?,basket,Where was the broccoli at the beginning?,bottle,Where will Avery look for the broccoli?,basket,Where will Logan look for the broccoli?,basket,Where does Avery think that Logan searches for the broccoli?,basket,Where does Logan think that Avery searches for the broccoli?,basket
"1. Liam entered the TV_room.
2. Aiden entered the TV_room.
3. The sweatshirt is in the pantry.
4. Aiden exited the TV_room.
5. Liam moved the sweatshirt to the crate.
6. Chloe entered the TV_room.",Where is the sweatshirt really?,crate,Where was the sweatshirt at the beginning?,pantry,Where will Liam look for the sweatshirt?,crate,Where will Aiden look for the sweatshirt?,pantry,Where does Liam think that Aiden searches for the sweatshirt?,crate,Where does Aiden think that Liam searches for the sweatshirt?,crate
"1. Aiden entered the staircase.
2. Jack entered the staircase.
3. Aiden hates the plum
4. The socks is in the envelope.
5. Aiden exited the staircase.
6. Jack moved the socks to the box.",Where is the socks really?,box,Where was the socks at the beginning?,envelope,Where will Jack look for the socks?,box,Where will Aiden look for the socks?,envelope,Where does Jack think that Aiden searches for the socks?,envelope,Where does Aiden think that Jack searches for the socks?,envelope
"1. Jacob entered the laundry.
2. Nathan entered the laundry.
3. Emma loves the coat
4. The stockings is in the suitcase.
5. Jacob exited the laundry.
6. Nathan moved the stockings to the cupboard.
7. Emma entered the living_room.
8. Jacob entered the laundry.",Where is the stockings really?,cupboard,Where was the stockings at the beginning?,suitcase,Where will Nathan look for the stockings?,cupboard,Where will Jacob look for the stockings?,cupboard,Where does Nathan think that Jacob searches for the stockings?,cupboard,Where does Jacob think that Nathan searches for the stockings?,cupboard
"1. Carter entered the office.
2. Logan entered the office.
3. The sweater is in the envelope.
4. Carter exited the office.
5. Logan moved the sweater to the suitcase.",Where is the sweater really?,suitcase,Where was the sweater at the beginning?,envelope,Where will Logan look for the sweater?,suitcase,Where will Carter look for the sweater?,envelope,Where does Logan think that Carter searches for the sweater?,envelope,Where does Carter think that Logan searches for the sweater?,envelope
"1. Alexander entered the master_bedroom.
2. Nathan entered the master_bedroom.
3. Ethan entered the master_bedroom.
4. Ethan exited the master_bedroom.
5. The coat is in the crate.
6. Alexander dislikes the dress
7. Alexander exited the master_bedroom.
8. Nathan dislikes the grapefruit
9. Nathan moved the coat to the bathtub.
10. Nathan exited the master_bedroom.
11. Alexander entered the cellar.",Where is the coat really?,bathtub,Where was the coat at the beginning?,crate,Where will Nathan look for the coat?,bathtub,Where will Alexander look for the coat?,crate,Where does Nathan think that Alexander searches for the coat?,crate,Where does Alexander think that Nathan searches for the coat?,crate
