Story,Reality Question,Reality Answer,Memory Question,Memory Answer,First-Order Belief A Question,First-Order Belief A Answer,First-Order Belief B Question,First-Order Belief B Answer,Second-Order Belief A Question,Second-Order Belief A Answer,Second-Order Belief B Question,Second-Order Belief B Answer
"1. Mia entered the closet.
2. Toy mouse with whiskers entered the closet.
3. The sweet_potato is in the treasure_chest.
4. Mia exited the closet.
5. Toy mouse with whiskers hates the cabbage
6. Mia entered the closet.
7. Mia loves the green_pepper
8. Toy mouse with whiskers moved the sweet_potato to the bucket.",Where is the sweet_potato really?,bucket,Where was the sweet_potato at the beginning?,treasure_chest,Where will Toy mouse with whiskers look for the sweet_potato?,bucket,Where will Mia look for the sweet_potato?,bucket,Where does Toy mouse with whiskers think that Mia searches for the sweet_potato?,bucket,Where does Mia think that Toy mouse with whiskers searches for the sweet_potato?,bucket
"1. Mason likes the asparagus
2. Avery entered the hallway.
3. Plush bear with vest entered the hallway.
4. The tomato is in the pantry.
5. Avery moved the tomato to the suitcase.
6. Plush bear with vest exited the hallway.
7. Avery likes the pumpkin
8. Plush bear with vest entered the pantry.",Where is the tomato really?,suitcase,Where was the tomato at the beginning?,pantry,Where will Avery look for the tomato?,suitcase,Where will Plush bear with vest look for the tomato?,suitcase,Where does Avery think that Plush bear with vest searches for the tomato?,suitcase,Where does Plush bear with vest think that Avery searches for the tomato?,suitcase
"1. Carter entered the laundry.
2. Stuffed elephant with trunk entered the laundry.
3. The plum is in the drawer.
4. Isabella likes the stockings
5. Carter exited the laundry.
6. Carter entered the laundry.
7. Isabella entered the laundry.
8. Isabella exited the laundry.
9. Stuffed elephant with trunk moved the plum to the bucket.",Where is the plum really?,bucket,Where was the plum at the beginning?,drawer,Where will Stuffed elephant with trunk look for the plum?,bucket,Where will Carter look for the plum?,bucket,Where does Stuffed elephant with trunk think that Carter searches for the plum?,bucket,Where does Carter think that Stuffed elephant with trunk searches for the plum?,bucket
"1. Isla entered the basement.
2. Stuffed owl with wings entered the kitchen.
3. Ethan entered the basement.
4. Stuffed owl with wings exited the kitchen.
5. Ethan loves the gloves
6. The celery is in the pantry.
7. Ethan exited the basement.
8. Ethan entered the basement.
9. Isla moved the celery to the bathtub.",Where is the celery really?,bathtub,Where was the celery at the beginning?,pantry,Where will Isla look for the celery?,bathtub,Where will Ethan look for the celery?,bathtub,Where does Isla think that Ethan searches for the celery?,bathtub,Where does Ethan think that Isla searches for the celery?,bathtub
"1. Oliver entered the bathroom.
2. Marionette with smile entered the bathroom.
3. James entered the bathroom.
4. James exited the bathroom.
5. The green_pepper is in the cupboard.
6. Oliver hates the melon
7. Marionette with smile moved the green_pepper to the bathtub.
8. Marionette with smile hates the grapes
9. Oliver exited the bathroom.
10. Oliver entered the hallway.",Where is the green_pepper really?,bathtub,Where was the green_pepper at the beginning?,cupboard,Where will Marionette with smile look for the green_pepper?,bathtub,Where will Oliver look for the green_pepper?,bathtub,Where does Marionette with smile think that Oliver searches for the green_pepper?,bathtub,Where does Oliver think that Marionette with smile searches for the green_pepper?,bathtub
"1. Sophia entered the hall.
2. Doll with pigtails entered the hall.
3. Olivia entered the hall.
4. Doll with pigtails exited the hall.
5. The cucumber is in the treasure_chest.
6. Sophia exited the hall.
7. Olivia likes the pear
8. Olivia moved the cucumber to the crate.",Where is the cucumber really?,crate,Where was the cucumber at the beginning?,treasure_chest,Where will Olivia look for the cucumber?,crate,Where will Sophia look for the cucumber?,treasure_chest,Where does Olivia think that Sophia searches for the cucumber?,crate,Where does Sophia think that Olivia searches for the cucumber?,crate
"1. Benjamin entered the cellar.
2. Toy monkey with banana entered the cellar.
3. Abigail entered the cellar.
4. The grapes is in the bottle.
5. Abigail exited the cellar.
6. Toy monkey with banana moved the grapes to the crate.
7. Toy monkey with banana exited the cellar.
8. Abigail entered the cellar.
9. Benjamin likes the sweater",Where is the grapes really?,crate,Where was the grapes at the beginning?,bottle,Where will Toy monkey with banana look for the grapes?,crate,Where will Abigail look for the grapes?,crate,Where does Toy monkey with banana think that Abigail searches for the grapes?,bottle,Where does Abigail think that Toy monkey with banana searches for the grapes?,bottle
"1. Ella entered the den.
2. Doll with pigtails entered the den.
3. The jacket is in the crate.
4. Ella moved the jacket to the basket.
5. Doll with pigtails exited the den.",Where is the jacket really?,basket,Where was the jacket at the beginning?,crate,Where will Ella look for the jacket?,basket,Where will Doll with pigtails look for the jacket?,basket,Where does Ella think that Doll with pigtails searches for the jacket?,basket,Where does Doll with pigtails think that Ella searches for the jacket?,basket
"1. Stuffed bunny with bow hates the beans
2. Alexander entered the back_yard.
3. Stuffed bunny with bow entered the crawlspace.
4. Emily entered the back_yard.
5. The spinach is in the box.
6. Stuffed bunny with bow exited the crawlspace.
7. Stuffed bunny with bow likes the corn
8. Emily moved the spinach to the treasure_chest.
9. Alexander exited the back_yard.",Where is the spinach really?,treasure_chest,Where was the spinach at the beginning?,box,Where will Emily look for the spinach?,treasure_chest,Where will Alexander look for the spinach?,treasure_chest,Where does Emily think that Alexander searches for the spinach?,treasure_chest,Where does Alexander think that Emily searches for the spinach?,treasure_chest
"1. Jayden entered the kitchen.
2. Teddy bear with blue hat entered the kitchen.
3. The underpants is in the bucket.
4. Teddy bear with blue hat hates the sweatshirt
5. Teddy bear with blue hat exited the kitchen.
6. Jayden moved the underpants to the crate.
7. Teddy bear with blue hat entered the hallway.",Where is the underpants really?,crate,Where was the underpants at the beginning?,bucket,Where will Jayden look for the underpants?,crate,Where will Teddy bear with blue hat look for the underpants?,bucket,Where does Jayden think that Teddy bear with blue hat searches for the underpants?,bucket,Where does Teddy bear with blue hat think that Jayden searches for the underpants?,bucket
"1. Jacob entered the kitchen.
2. Stuffed owl with wings entered the kitchen.
3. The persimmon is in the envelope.
4. Stuffed owl with wings moved the persimmon to the pantry.
5. Chloe entered the kitchen.
6. Chloe exited the kitchen.
7. Jacob exited the kitchen.",Where is the persimmon really?,pantry,Where was the persimmon at the beginning?,envelope,Where will Stuffed owl with wings look for the persimmon?,pantry,Where will Jacob look for the persimmon?,pantry,Where does Stuffed owl with wings think that Jacob searches for the persimmon?,pantry,Where does Jacob think that Stuffed owl with wings searches for the persimmon?,pantry
"1. Emily entered the garden.
2. Puppet with big nose entered the garden.
3. The onion is in the bathtub.
4. Puppet with big nose exited the garden.
5. Isla entered the garden.
6. Emily moved the onion to the envelope.
7. Isla exited the garden.
8. Emily exited the garden.
9. Puppet with big nose entered the den.",Where is the onion really?,envelope,Where was the onion at the beginning?,bathtub,Where will Emily look for the onion?,envelope,Where will Puppet with big nose look for the onion?,bathtub,Where does Emily think that Puppet with big nose searches for the onion?,bathtub,Where does Puppet with big nose think that Emily searches for the onion?,bathtub
"1. Logan entered the master_bedroom.
2. Teddy with red scarf entered the master_bedroom.
3. The lemon is in the bottle.
4. Teddy with red scarf exited the master_bedroom.
5. Logan moved the lemon to the cupboard.
6. Teddy with red scarf entered the hall.",Where is the lemon really?,cupboard,Where was the lemon at the beginning?,bottle,Where will Logan look for the lemon?,cupboard,Where will Teddy with red scarf look for the lemon?,bottle,Where does Logan think that Teddy with red scarf searches for the lemon?,bottle,Where does Teddy with red scarf think that Logan searches for the lemon?,bottle
"1. Ella entered the pantry.
2. Toy robot with painted face entered the pantry.
3. The sweatshirt is in the box.
4. Ella moved the sweatshirt to the envelope.
5. Toy robot with painted face exited the pantry.
6. Toy robot with painted face hates the suit
7. Ella exited the pantry.
8. Owen entered the pantry.
9. Toy robot with painted face entered the pantry.
10. Owen dislikes the pajamas",Where is the sweatshirt really?,envelope,Where was the sweatshirt at the beginning?,box,Where will Ella look for the sweatshirt?,envelope,Where will Toy robot with painted face look for the sweatshirt?,envelope,Where does Ella think that Toy robot with painted face searches for the sweatshirt?,envelope,Where does Toy robot with painted face think that Ella searches for the sweatshirt?,envelope
"1. Benjamin entered the kitchen.
2. Stuffed bunny with bow entered the master_bedroom.
3. Mila entered the kitchen.
4. The corn is in the pantry.
5. Stuffed bunny with bow exited the master_bedroom.
6. Benjamin exited the kitchen.
7. Mila moved the corn to the suitcase.",Where is the corn really?,suitcase,Where was the corn at the beginning?,pantry,Where will Mila look for the corn?,suitcase,Where will Benjamin look for the corn?,pantry,Where does Mila think that Benjamin searches for the corn?,pantry,Where does Benjamin think that Mila searches for the corn?,pantry
"1. Isabella entered the back_yard.
2. Doll with curly hair entered the back_yard.
3. The stockings is in the cupboard.
4. Doll with curly hair exited the back_yard.
5. Doll with curly hair entered the workshop.
6. Aiden entered the back_yard.
7. Isabella moved the stockings to the basket.",Where is the stockings really?,basket,Where was the stockings at the beginning?,cupboard,Where will Isabella look for the stockings?,basket,Where will Doll with curly hair look for the stockings?,cupboard,Where does Isabella think that Doll with curly hair searches for the stockings?,basket,Where does Doll with curly hair think that Isabella searches for the stockings?,basket
